harder | negative: 0.000030
pricebut | positive: 0.000043
postal | negative: 0.000030
royal | deceptive: 0.000018
soaps | negative: 0.000030
jonathan | positive: 0.000043
dreary | truthful: 0.000035
humbling | truthful: 0.000017
midwestern | negative: 0.000030
weekends | positive: 0.000087
sunny | positive: 0.000022
enjoy | positive: 0.000498
address | positive: 0.000065
displays | truthful: 0.000035
41709 | negative: 0.000015
able | truthful: 0.000558
find | negative: 0.001116
suitable | truthful: 0.000017
sticking | positive: 0.000022
private | deceptive: 0.000054
riverfront | positive: 0.000022
carbon | truthful: 0.000035
conclude | deceptive: 0.000036
highly | negative: 0.000256
lukewarm | positive: 0.000022
surely | positive: 0.000087
smelly | negative: 0.000045
wrap | positive: 0.000022
concierge | truthful: 0.000906
daniels | truthful: 0.000017
grit | positive: 0.000022
gym | deceptive: 0.000326
presence | truthful: 0.000017
underwhelmed | positive: 0.000022
contemporary | negative: 0.000060
boasts | negative: 0.000060
pillowcases | truthful: 0.000035
comparing | negative: 0.000030
flushings | negative: 0.000030
boyfriends | negative: 0.000030
employer | truthful: 0.000017
chilled | deceptive: 0.000018
lstation | deceptive: 0.000018
fool | positive: 0.000022
reason | deceptive: 0.000200
standby | deceptive: 0.000036
deep | negative: 0.000060
led | positive: 0.000043
glad | negative: 0.000136
revamping | deceptive: 0.000018
big | positive: 0.000822
retrosheek | positive: 0.000022
mirror | positive: 0.000043
nightsa | truthful: 0.000035
conditions | negative: 0.000030
mold | deceptive: 0.000073
acknowledgement | positive: 0.000022
hairballs | positive: 0.000022
buckingham | negative: 0.000015
consecutive | deceptive: 0.000018
practicing | positive: 0.000022
facet | truthful: 0.000035
repulsive | truthful: 0.000035
shameful | truthful: 0.000017
turtles | deceptive: 0.000036
hair | negative: 0.000347
surgeries | truthful: 0.000035
saying | positive: 0.000087
deste | negative: 0.000015
corridor | negative: 0.000060
stayfittm | truthful: 0.000017
andrew | positive: 0.000043
nonexistant | deceptive: 0.000018
direction | positive: 0.000043
170night | positive: 0.000043
full | deceptive: 0.000381
citynoises | negative: 0.000030
gotten | deceptive: 0.000054
dossier | deceptive: 0.000018
smug | truthful: 0.000035
server | positive: 0.000065
lets | negative: 0.000136
weighted | truthful: 0.000035
dishes | deceptive: 0.000036
fireplace | negative: 0.000015
block | deceptive: 0.000073
clean | truthful: 0.002387
google | truthful: 0.000017
pain | truthful: 0.000052
scared | deceptive: 0.000054
various | deceptive: 0.000073
laterthere | positive: 0.000022
appliances | negative: 0.000045
creates | truthful: 0.000017
reaked | negative: 0.000045
reputable | positive: 0.000022
refreshment | negative: 0.000015
wifes | positive: 0.000022
caked | positive: 0.000022
9 | truthful: 0.000105
liner | truthful: 0.000035
fiji | negative: 0.000030
businessshoppingsightseeing | deceptive: 0.000018
albeit | negative: 0.000030
160th | positive: 0.000043
hot | deceptive: 0.000417
images | truthful: 0.000017
billed | positive: 0.000022
regular | deceptive: 0.000145
haven | truthful: 0.000052
tidy | negative: 0.000030
bud | negative: 0.000045
paraphernalia | negative: 0.000015
scrumptious | deceptive: 0.000036
sony | positive: 0.000043
fighting | truthful: 0.000035
awesome | deceptive: 0.000181
contrary | negative: 0.000045
ultimately | deceptive: 0.000036
arrivalthe | negative: 0.000015
barand | deceptive: 0.000036
thermosbottled | positive: 0.000022
click | deceptive: 0.000018
chaperones | truthful: 0.000017
needlessly | truthful: 0.000017
champagne | negative: 0.000106
travels | negative: 0.000045
workwe | deceptive: 0.000036
travelled | negative: 0.000030
gratuity | deceptive: 0.000018
happen | negative: 0.000060
beautifully | deceptive: 0.000163
cutesy | truthful: 0.000017
unimpressive | truthful: 0.000035
foods | positive: 0.000065
vacancies | truthful: 0.000017
1901 | positive: 0.000022
germs | negative: 0.000015
intercommunicative | positive: 0.000022
fingertips | positive: 0.000043
automated | deceptive: 0.000073
misplaced | negative: 0.000030
dry | deceptive: 0.000109
pocess | truthful: 0.000017
bumps | negative: 0.000030
willis | deceptive: 0.000036
represent | truthful: 0.000017
conducted | truthful: 0.000017
nw | deceptive: 0.000018
option | truthful: 0.000105
belong | positive: 0.000022
bedspreads | negative: 0.000045
wethe | negative: 0.000030
hopefullyno | negative: 0.000030
sighed | truthful: 0.000017
dockcdradio | negative: 0.000015
chain | deceptive: 0.000200
crappy | truthful: 0.000070
runs | positive: 0.000043
arrivalthe | truthful: 0.000035
sum | deceptive: 0.000036
dedicated | positive: 0.000065
borders | truthful: 0.000017
roots | deceptive: 0.000036
alright | deceptive: 0.000091
tower | positive: 0.000671
ie | positive: 0.000065
reply | negative: 0.000075
replied | truthful: 0.000052
sully | deceptive: 0.000018
rectify | truthful: 0.000035
briefly | deceptive: 0.000036
permeated | negative: 0.000045
dj | deceptive: 0.000036
awakened | truthful: 0.000035
hits | deceptive: 0.000036
gel | positive: 0.000022
smokefree | positive: 0.000022
accustomed | deceptive: 0.000018
devices | negative: 0.000030
ensure | negative: 0.000030
antique | negative: 0.000015
spolied | negative: 0.000015
122 | deceptive: 0.000018
neighborhood | negative: 0.000106
honestly | truthful: 0.000070
inroom | positive: 0.000260
minus | negative: 0.000015
outline | positive: 0.000022
friends | positive: 0.000606
werent | deceptive: 0.000163
pick | positive: 0.000195
our | positive: 0.006772
heavens | truthful: 0.000017
deficiency | deceptive: 0.000018
pricing | negative: 0.000015
complementary | negative: 0.000075
decreased | negative: 0.000045
filenes | negative: 0.000015
cherry | deceptive: 0.000036
condom | truthful: 0.000017
adorable | positive: 0.000043
goodpeople | positive: 0.000043
mother | deceptive: 0.000054
bonus | truthful: 0.000070
musicians | deceptive: 0.000073
trees | truthful: 0.000017
east | negative: 0.000256
amalfi | negative: 0.000347
decided | negative: 0.000724
leakage | negative: 0.000030
trays | truthful: 0.000035
mistakenly | negative: 0.000030
ryder | negative: 0.000030
identically | truthful: 0.000035
ear | positive: 0.000022
mouth | negative: 0.000090
left | truthful: 0.000714
orders | negative: 0.000030
undeserving | truthful: 0.000017
pullout | truthful: 0.000035
wellkept | negative: 0.000030
ranks | deceptive: 0.000018
confad | negative: 0.000015
showertub | negative: 0.000030
securing | truthful: 0.000035
buildings | deceptive: 0.000036
resturaunts | truthful: 0.000017
peaceful | positive: 0.000043
tried | truthful: 0.000383
rattling | negative: 0.000030
noises | deceptive: 0.000091
allow | truthful: 0.000122
central | positive: 0.000151
unique | negative: 0.000090
howled | negative: 0.000030
under | truthful: 0.000488
11th | deceptive: 0.000018
beholder | deceptive: 0.000036
niece | negative: 0.000015
welloiled | negative: 0.000015
corporations | deceptive: 0.000036
65 | negative: 0.000045
variety | positive: 0.000108
lots | negative: 0.000151
substandard | deceptive: 0.000036
struggling | truthful: 0.000035
charming | negative: 0.000045
lavish | positive: 0.000043
gap | truthful: 0.000035
burnt | positive: 0.000022
rumbled | truthful: 0.000035
gaze | negative: 0.000030
talbott | deceptive: 0.000580
next | positive: 0.001817
interstate | deceptive: 0.000036
distasteful | negative: 0.000045
king | truthful: 0.000923
hd | positive: 0.000065
thrill | deceptive: 0.000036
excellence | deceptive: 0.000036
toothpaste | negative: 0.000045
guarantee | truthful: 0.000052
rationale | deceptive: 0.000018
sites | deceptive: 0.000073
familys | truthful: 0.000017
itright | negative: 0.000015
hop | truthful: 0.000035
imo | positive: 0.000043
buildings | negative: 0.000030
vaccuumed | negative: 0.000030
compd | truthful: 0.000035
mr | positive: 0.000022
giggling | positive: 0.000022
relieved | deceptive: 0.000018
blender | negative: 0.000045
conscious | truthful: 0.000017
jacuzzi | deceptive: 0.000109
promptly | negative: 0.000060
unheard | deceptive: 0.000054
thd | truthful: 0.000035
germ | negative: 0.000030
systems | negative: 0.000030
lured | deceptive: 0.000036
reflective | positive: 0.000043
softness | negative: 0.000015
omar | positive: 0.000043
michigan | deceptive: 0.000290
correct | negative: 0.000166
centre | truthful: 0.000087
newcomer | deceptive: 0.000036
responding | positive: 0.000022
loud | positive: 0.000043
attending | truthful: 0.000105
bicycles | deceptive: 0.000036
buellers | negative: 0.000030
saved | negative: 0.000030
31369 | positive: 0.000022
done | negative: 0.000287
comparison | deceptive: 0.000018
completed | negative: 0.000030
contrast | truthful: 0.000017
search | deceptive: 0.000054
compensate | positive: 0.000022
wandered | negative: 0.000030
waterfront | truthful: 0.000070
stumble | positive: 0.000043
captain | deceptive: 0.000018
san | positive: 0.000065
eaten | deceptive: 0.000054
aged | deceptive: 0.000036
appointment | negative: 0.000015
pie | positive: 0.000043
fabric | positive: 0.000022
host | positive: 0.000065
fortunate | truthful: 0.000035
192325 | deceptive: 0.000018
goldfish | deceptive: 0.000036
bye | deceptive: 0.000018
prison | truthful: 0.000035
confronted | truthful: 0.000052
deluxe | negative: 0.000166
probably | deceptive: 0.000236
11am | positive: 0.000022
turd | negative: 0.000030
22nd | negative: 0.000060
molding | truthful: 0.000035
nights | positive: 0.001471
hits | truthful: 0.000017
hang | positive: 0.000151
walk | truthful: 0.001150
microwave | negative: 0.000045
chinese | positive: 0.000022
dip | truthful: 0.000035
hotellock | negative: 0.000030
kings | deceptive: 0.000054
shelves | truthful: 0.000035
martin | negative: 0.000030
jazz | truthful: 0.000052
sold | deceptive: 0.000018
while | truthful: 0.001185
ate | truthful: 0.000209
twin | deceptive: 0.000036
osheas | positive: 0.000108
select | positive: 0.000043
mattress | deceptive: 0.000272
inclement | negative: 0.000030
womens | truthful: 0.000035
writing | positive: 0.000043
shortcomings | negative: 0.000045
thus | deceptive: 0.000036
rethink | deceptive: 0.000036
occurence | deceptive: 0.000018
washcloths | truthful: 0.000017
specialty | deceptive: 0.000036
outstanding | negative: 0.000045
b | negative: 0.000045
son | truthful: 0.000192
sensors | positive: 0.000022
lingered | deceptive: 0.000018
disspointed | deceptive: 0.000018
indifferent | deceptive: 0.000073
rivers | positive: 0.000022
choosing | positive: 0.000087
confirmed | negative: 0.000106
taking | deceptive: 0.000127
affair | deceptive: 0.000036
wishing | deceptive: 0.000073
thud | positive: 0.000022
1120 | deceptive: 0.000018
night | truthful: 0.003032
websites | deceptive: 0.000036
gallet | truthful: 0.000035
auspicious | deceptive: 0.000036
account | truthful: 0.000087
perfectthe | negative: 0.000015
itd | positive: 0.000022
hadnt | deceptive: 0.000200
pizza | deceptive: 0.000073
wireless | truthful: 0.000209
cocktails | negative: 0.000045
bedhead | positive: 0.000022
network | negative: 0.000030
bandaides | truthful: 0.000035
conferences | deceptive: 0.000036
horrified | deceptive: 0.000036
adorable | truthful: 0.000035
classically | truthful: 0.000017
125 | negative: 0.000030
collected | negative: 0.000030
definately | positive: 0.000368
sandwiched | negative: 0.000030
olds | deceptive: 0.000018
deceivingly | deceptive: 0.000018
wethe | positive: 0.000022
blaming | truthful: 0.000035
soooo | truthful: 0.000052
reimbursed | negative: 0.000030
couchfuton | deceptive: 0.000018
defeat | deceptive: 0.000036
naan | truthful: 0.000035
theyll | deceptive: 0.000018
lid | positive: 0.000022
boyfriend | positive: 0.000108
accommodation | truthful: 0.000052
dried | deceptive: 0.000091
chemical | negative: 0.000030
obtained | deceptive: 0.000018
rusty | positive: 0.000022
sighed | negative: 0.000045
file | truthful: 0.000105
rosa | truthful: 0.000017
raised | negative: 0.000030
marios | positive: 0.000022
rod | positive: 0.000022
nine | negative: 0.000015
seems | truthful: 0.000174
uncleaned | negative: 0.000030
portray | positive: 0.000022
smartly | negative: 0.000015
advisor | positive: 0.000043
nonsensical | negative: 0.000030
confused | deceptive: 0.000036
sends | negative: 0.000030
reviewers | positive: 0.000043
comfortal | deceptive: 0.000036
use | positive: 0.000692
ohhhhh | deceptive: 0.000036
irritatingly | negative: 0.000030
passes | negative: 0.000060
above | negative: 0.000362
dead | truthful: 0.000070
wow | deceptive: 0.000163
somehow | truthful: 0.000087
obvioulsy | positive: 0.000022
48 | positive: 0.000043
dearborn | positive: 0.000043
refugee | positive: 0.000022
wait | truthful: 0.000470
read | truthful: 0.000296
logo | negative: 0.000075
securing | positive: 0.000022
resturaunts | positive: 0.000022
misses | deceptive: 0.000018
chance | positive: 0.000108
pool | truthful: 0.000697
what | positive: 0.001839
discovered | deceptive: 0.000163
purplish | deceptive: 0.000018
westfield | negative: 0.000015
cheeses | positive: 0.000043
consideration | deceptive: 0.000018
coffees | positive: 0.000043
graduation | positive: 0.000043
bears | positive: 0.000108
from | deceptive: 0.004498
730pm | deceptive: 0.000018
chicken | truthful: 0.000052
mints | negative: 0.000030
payed | negative: 0.000045
didnt | deceptive: 0.001923
barest | deceptive: 0.000036
cutesy | positive: 0.000022
recycling | truthful: 0.000017
2am | deceptive: 0.000018
leather | truthful: 0.000017
mixed | positive: 0.000065
bartenders | deceptive: 0.000036
2144 | positive: 0.000022
edit | positive: 0.000022
admittedly | truthful: 0.000017
gouged | negative: 0.000030
inroom | negative: 0.000166
navigating | positive: 0.000022
handled | positive: 0.000022
degree | negative: 0.000015
chose | negative: 0.000317
dire | deceptive: 0.000036
41 | negative: 0.000030
dimly | truthful: 0.000017
authorizations | positive: 0.000022
tranquility | deceptive: 0.000073
visibly | deceptive: 0.000018
selcted | truthful: 0.000017
convention | positive: 0.000130
patio | truthful: 0.000035
levels | deceptive: 0.000036
coffe | deceptive: 0.000018
loopbut | truthful: 0.000035
illegal | deceptive: 0.000018
ready | truthful: 0.000296
organic | positive: 0.000022
stall | deceptive: 0.000018
cake | truthful: 0.000070
selman | positive: 0.000022
headed | truthful: 0.000052
stare | truthful: 0.000052
surely | truthful: 0.000035
influences | truthful: 0.000017
proceed | deceptive: 0.000036
piece | truthful: 0.000035
instance | negative: 0.000030
lush | positive: 0.000043
sadly | truthful: 0.000052
toilet | positive: 0.000087
priority | positive: 0.000043
viva | negative: 0.000030
equally | positive: 0.000043
blues | positive: 0.000065
begun | deceptive: 0.000018
cool | deceptive: 0.000218
await | positive: 0.000043
victorian | truthful: 0.000035
paradise | positive: 0.000087
badly | deceptive: 0.000018
unidentifiable | truthful: 0.000035
dumb | truthful: 0.000035
eitherwell | truthful: 0.000035
brass | deceptive: 0.000018
sun | deceptive: 0.000018
brand | truthful: 0.000052
orchid | positive: 0.000043
2012 | negative: 0.000045
twenty | negative: 0.000090
bonus | positive: 0.000195
heighth | deceptive: 0.000018
overhaul | negative: 0.000030
bakery | negative: 0.000015
milk | truthful: 0.000087
249 | negative: 0.000030
compartment | truthful: 0.000035
skyrise | negative: 0.000015
districti | truthful: 0.000017
phonewe | deceptive: 0.000036
bridemaids | deceptive: 0.000036
caled | positive: 0.000022
docking | positive: 0.000087
sir | deceptive: 0.000018
christy | truthful: 0.000035
planet | truthful: 0.000017
mood | negative: 0.000106
deluxe | truthful: 0.000122
mission | deceptive: 0.000036
annual | deceptive: 0.000018
contain | deceptive: 0.000018
strewn | negative: 0.000060
stain | positive: 0.000022
deck | truthful: 0.000035
shot | negative: 0.000030
avail | truthful: 0.000035
terror | truthful: 0.000017
underwhelming | deceptive: 0.000036
architectes | negative: 0.000045
pillowcases | deceptive: 0.000036
currency | truthful: 0.000017
star | deceptive: 0.000399
foodie | truthful: 0.000035
36 | truthful: 0.000017
paranoid | negative: 0.000015
spectacular | truthful: 0.000087
cheaply | deceptive: 0.000036
lieu | positive: 0.000043
patrick | deceptive: 0.000018
backpack | deceptive: 0.000018
around | deceptive: 0.001106
aspects | deceptive: 0.000036
miss | truthful: 0.000035
recovering | negative: 0.000030
wellequipped | negative: 0.000015
ends | truthful: 0.000052
logins | positive: 0.000022
consulting | truthful: 0.000017
eating | positive: 0.000173
relocate | deceptive: 0.000018
waist | negative: 0.000030
highrise | deceptive: 0.000018
lag | negative: 0.000030
pump | negative: 0.000030
machines | truthful: 0.000139
awaken | deceptive: 0.000036
unsatisfied | negative: 0.000045
servicereasonable | negative: 0.000015
19 | truthful: 0.000052
activated | deceptive: 0.000036
neighboring | positive: 0.000022
nestled | negative: 0.000015
preferably | deceptive: 0.000036
europe | positive: 0.000087
girlfriend | deceptive: 0.000036
specials | positive: 0.000065
research | negative: 0.000045
belief | truthful: 0.000017
againfinally | positive: 0.000022
eats | truthful: 0.000035
highspeed | deceptive: 0.000018
always | truthful: 0.000610
ratings | negative: 0.000045
seconds | positive: 0.000065
grew | truthful: 0.000035
comfortablewhat | truthful: 0.000035
stari | positive: 0.000022
itunes | deceptive: 0.000036
bored | positive: 0.000043
companion | negative: 0.000030
available | negative: 0.000965
tjhat | truthful: 0.000035
looked | negative: 0.001146
drake | negative: 0.000045
escaped | deceptive: 0.000018
led | deceptive: 0.000018
sharing | truthful: 0.000017
omelet | negative: 0.000015
affect | negative: 0.000015
believed | truthful: 0.000035
take | truthful: 0.001045
music | deceptive: 0.000145
spotlessly | truthful: 0.000035
finaly | truthful: 0.000017
discomfort | truthful: 0.000035
apparently | positive: 0.000043
knew | truthful: 0.000209
cheerful | deceptive: 0.000054
especially | truthful: 0.000470
peoples | negative: 0.000030
wire | deceptive: 0.000018
roomy | negative: 0.000015
concert | positive: 0.000043
inother | negative: 0.000015
smokes | negative: 0.000015
midoctober | deceptive: 0.000018
fill | positive: 0.000043
voice | truthful: 0.000035
pregnant | positive: 0.000022
wipe | positive: 0.000022
apri | positive: 0.000043
sinatra | deceptive: 0.000018
riverside | truthful: 0.000017
bottled | deceptive: 0.000018
buttnaked | truthful: 0.000035
hasnt | negative: 0.000045
behold | deceptive: 0.000036
oven | truthful: 0.000070
46 | deceptive: 0.000036
here | truthful: 0.002509
compiled | truthful: 0.000017
resturaunts | deceptive: 0.000036
basically | positive: 0.000108
portray | negative: 0.000030
evian | truthful: 0.000035
meeting | positive: 0.000454
smug | deceptive: 0.000018
lap | positive: 0.000022
seedy | truthful: 0.000052
grady | negative: 0.000015
30th | deceptive: 0.000054
impression | truthful: 0.000070
yummy | deceptive: 0.000036
round | negative: 0.000030
liberal | deceptive: 0.000018
related | deceptive: 0.000036
compd | negative: 0.000030
short | negative: 0.000422
stunning | positive: 0.000281
fire | positive: 0.000022
considerate | deceptive: 0.000036
plague | positive: 0.000022
decrease | truthful: 0.000035
speed | truthful: 0.000070
delaware | deceptive: 0.000018
starwood | truthful: 0.000070
thank | negative: 0.000121
vehicle | truthful: 0.000052
129 | deceptive: 0.000018
switching | positive: 0.000022
smashed | truthful: 0.000035
4 | deceptive: 0.000200
espresso | positive: 0.000043
packages | negative: 0.000015
shoeshine | negative: 0.000015
defiantly | positive: 0.000043
craptastic | negative: 0.000030
earrings | truthful: 0.000052
sullivans | deceptive: 0.000018
16th | deceptive: 0.000018
1000 | truthful: 0.000052
shulas | deceptive: 0.000109
inclement | deceptive: 0.000036
busiest | deceptive: 0.000018
fancompressor | negative: 0.000030
bushed | positive: 0.000022
plopped | truthful: 0.000017
uptodate | truthful: 0.000017
sullivans | positive: 0.000043
beatles | deceptive: 0.000036
horrid | deceptive: 0.000054
stood | deceptive: 0.000163
irritating | truthful: 0.000035
slight | negative: 0.000060
shame | positive: 0.000022
partner | positive: 0.000022
device | negative: 0.000030
curt | truthful: 0.000035
trip | truthful: 0.000871
easier | truthful: 0.000017
lamp | negative: 0.000060
ridiculous | positive: 0.000043
forgetting | negative: 0.000015
yearsthat | positive: 0.000022
helpfulits | positive: 0.000043
cam | truthful: 0.000017
meetingconference | positive: 0.000043
whole | deceptive: 0.000508
hampton | positive: 0.000022
complimentary | truthful: 0.000470
bare | truthful: 0.000052
insist | truthful: 0.000052
staring | negative: 0.000015
piece | deceptive: 0.000036
uninterested | negative: 0.000030
220 | positive: 0.000043
addition | deceptive: 0.000127
aquarium | negative: 0.000015
pettiness | positive: 0.000022
consultant | positive: 0.000022
businesses | deceptive: 0.000018
arise | deceptive: 0.000036
odyssey | deceptive: 0.000018
kickbacks | negative: 0.000015
advertise | positive: 0.000022
liberal | truthful: 0.000035
taste | deceptive: 0.000218
liking | positive: 0.000022
serenity | positive: 0.000087
restfulafter | positive: 0.000022
sent | truthful: 0.000244
relatives | truthful: 0.000035
wastebaskets | truthful: 0.000017
roomywith | positive: 0.000043
occasions | deceptive: 0.000018
planning | positive: 0.000173
michael | negative: 0.000030
folk | deceptive: 0.000018
combined | positive: 0.000043
ironing | truthful: 0.000052
sending | negative: 0.000030
redecorated | negative: 0.000030
crowded | deceptive: 0.000091
remodel | truthful: 0.000035
flooded | negative: 0.000045
cyber | truthful: 0.000035
standout | truthful: 0.000017
midway | deceptive: 0.000054
settled | deceptive: 0.000127
finds | negative: 0.000015
secure | deceptive: 0.000054
fresh | negative: 0.000241
orders | truthful: 0.000052
centrally | negative: 0.000045
each | positive: 0.000692
talbott | truthful: 0.000488
supplied | deceptive: 0.000036
shore | positive: 0.000022
ledge | negative: 0.000030
crackle | positive: 0.000022
size | deceptive: 0.000508
grandmothers | positive: 0.000022
salon | deceptive: 0.000018
look | negative: 0.000709
superficial | negative: 0.000030
extras | positive: 0.000022
argo | deceptive: 0.000018
count | positive: 0.000022
smile | negative: 0.000045
parts | deceptive: 0.000018
wardrobe | truthful: 0.000052
stash | negative: 0.000015
congenial | positive: 0.000043
finally | negative: 0.001403
toiletries | positive: 0.000087
homey | negative: 0.000015
karma | deceptive: 0.000018
extravagant | truthful: 0.000017
1334 | negative: 0.000015
shelf | positive: 0.000043
delay | truthful: 0.000017
deskman | truthful: 0.000035
rental | negative: 0.000075
clientele | positive: 0.000022
ferris | positive: 0.000022
hated | negative: 0.000060
plumbing | positive: 0.000022
following | truthful: 0.000139
gold | truthful: 0.000174
manipedi | truthful: 0.000017
imressive | truthful: 0.000035
furniture | negative: 0.000332
misfortune | truthful: 0.000017
chunk | negative: 0.000030
tile | negative: 0.000121
candles | deceptive: 0.000073
corrected | deceptive: 0.000036
swayed | deceptive: 0.000036
wellpriced | truthful: 0.000035
botique | negative: 0.000030
written | deceptive: 0.000073
proximity | negative: 0.000060
boutiques | positive: 0.000022
arrives | negative: 0.000030
want | truthful: 0.000819
display | truthful: 0.000017
nasty | positive: 0.000022
powered | truthful: 0.000035
downtown | negative: 0.000784
move | positive: 0.000043
ashtray | negative: 0.000060
216 | truthful: 0.000035
ashley | deceptive: 0.000054
sassy | deceptive: 0.000036
desserts | negative: 0.000030
ground | positive: 0.000043
indoor | deceptive: 0.000308
hooray | deceptive: 0.000018
looks | truthful: 0.000157
traveling | truthful: 0.000209
gym | negative: 0.000151
everybody | negative: 0.000030
seem | positive: 0.000151
outofdate | positive: 0.000022
roomwe | deceptive: 0.000018
shaped | positive: 0.000022
sheetsor | positive: 0.000022
bringing | positive: 0.000108
spotlessly | positive: 0.000043
traveler | deceptive: 0.000163
user | negative: 0.000015
grabbing | negative: 0.000015
sticks | truthful: 0.000035
claustrophobic | negative: 0.000030
painfully | positive: 0.000022
fillings | negative: 0.000030
architecture | positive: 0.000151
hope | negative: 0.000166
emanating | positive: 0.000022
barrestaurant | positive: 0.000065
overthetop | truthful: 0.000035
trainers | positive: 0.000043
gaze | positive: 0.000022
range | truthful: 0.000052
front | deceptive: 0.001959
interrupt | truthful: 0.000017
captured | positive: 0.000043
nearbywithout | truthful: 0.000017
emitted | deceptive: 0.000036
instructed | positive: 0.000022
baffled | truthful: 0.000017
writte | deceptive: 0.000018
switching | truthful: 0.000035
naperville | positive: 0.000022
condescending | deceptive: 0.000036
barrier | positive: 0.000022
excluding | truthful: 0.000035
caroline | negative: 0.000015
pushed | negative: 0.000045
panic | positive: 0.000022
spotty | positive: 0.000022
relocate | positive: 0.000022
agent | deceptive: 0.000036
click | truthful: 0.000035
chewing | positive: 0.000022
instructionswe | truthful: 0.000017
rice | negative: 0.000030
relieve | deceptive: 0.000036
walked | deceptive: 0.000580
destination | truthful: 0.000070
hailing | positive: 0.000022
girlfriends | negative: 0.000030
to | positive: 0.031241
insulting | negative: 0.000045
worthwhile | deceptive: 0.000018
rotate | deceptive: 0.000018
frighteningly | negative: 0.000030
bunny | negative: 0.000045
dollsized | positive: 0.000022
controls | positive: 0.000043
fear | deceptive: 0.000036
riduculous | negative: 0.000030
effectively | truthful: 0.000052
homeless | positive: 0.000065
welcome | positive: 0.000260
waiter | negative: 0.000090
however | negative: 0.000905
unaware | truthful: 0.000017
terse | deceptive: 0.000036
missed | negative: 0.000106
amazed | positive: 0.000130
unbeatable | positive: 0.000043
spectacular | positive: 0.000260
reno | truthful: 0.000035
apologize | positive: 0.000022
shouting | negative: 0.000030
interior | truthful: 0.000052
disabled | truthful: 0.000035
little | positive: 0.000887
touring | positive: 0.000087
well | truthful: 0.002021
cakethe | negative: 0.000015
 | truthful: 0.007109
allows | positive: 0.000065
homewood | negative: 0.000287
primehouse | truthful: 0.000052
previous | deceptive: 0.000109
resolution | truthful: 0.000017
lingered | positive: 0.000022
deep | deceptive: 0.000127
mass | negative: 0.000015
elevated | positive: 0.000043
clothes | deceptive: 0.000091
festivals | deceptive: 0.000018
10day | positive: 0.000022
kiehls | positive: 0.000065
series | deceptive: 0.000036
needs | negative: 0.000196
aside | negative: 0.000045
refill | truthful: 0.000017
refund | truthful: 0.000105
usa | deceptive: 0.000018
desires | negative: 0.000015
activate | deceptive: 0.000054
surprises | negative: 0.000030
phones | negative: 0.000075
operates | truthful: 0.000017
baseboards | deceptive: 0.000036
dumbbells | negative: 0.000030
unnecessarily | deceptive: 0.000036
exiting | deceptive: 0.000018
screen | truthful: 0.000227
grapes | truthful: 0.000017
homewoods | positive: 0.000043
slab | truthful: 0.000035
cue | deceptive: 0.000018
overview | deceptive: 0.000018
their | negative: 0.002187
deficiency | negative: 0.000030
aid | truthful: 0.000035
preferential | negative: 0.000015
associations | deceptive: 0.000036
complains | deceptive: 0.000018
money | deceptive: 0.000834
reaked | deceptive: 0.000036
horrified | negative: 0.000030
rocket | negative: 0.000015
musicians | positive: 0.000065
stephanie | deceptive: 0.000018
appalled | negative: 0.000045
2009 | deceptive: 0.000018
unaccomodating | positive: 0.000022
cakes | deceptive: 0.000018
woefully | deceptive: 0.000036
bulbs | negative: 0.000045
stephanie | positive: 0.000043
heating | negative: 0.000045
lcd | positive: 0.000065
thud | deceptive: 0.000018
featured | negative: 0.000015
creepy | truthful: 0.000052
bliss | truthful: 0.000017
untill | truthful: 0.000035
slimmy | positive: 0.000022
febreeze | truthful: 0.000017
nonrefundable | negative: 0.000030
noisily | deceptive: 0.000018
console | negative: 0.000045
saddest | negative: 0.000030
vs | positive: 0.000043
occupant | deceptive: 0.000054
body | deceptive: 0.000091
level | deceptive: 0.000163
oozing | negative: 0.000015
handed | deceptive: 0.000073
fellow | deceptive: 0.000018
risen | negative: 0.000030
belief | negative: 0.000030
dr | negative: 0.000030
dec | deceptive: 0.000018
ryder | positive: 0.000022
walk | deceptive: 0.000490
stash | truthful: 0.000017
districti | negative: 0.000015
condescending | positive: 0.000022
centerhigh | truthful: 0.000017
audio | truthful: 0.000052
towni | truthful: 0.000035
kudos | negative: 0.000015
researching | truthful: 0.000017
airplanes | negative: 0.000030
ultraswanky | positive: 0.000043
swipes | deceptive: 0.000018
smoker | truthful: 0.000035
reputation | positive: 0.000043
bandaides | negative: 0.000030
decorum | deceptive: 0.000036
carpeting | truthful: 0.000017
received | negative: 0.000407
pleasantly | deceptive: 0.000109
back | positive: 0.002164
inflated | deceptive: 0.000018
expect | deceptive: 0.000599
yunan | deceptive: 0.000018
2nd | truthful: 0.000087
technology | positive: 0.000043
frustratingly | negative: 0.000030
departure | negative: 0.000045
encouraged | negative: 0.000030
found | deceptive: 0.001397
46 | negative: 0.000030
slowed | truthful: 0.000035
maintanance | positive: 0.000022
1520 | deceptive: 0.000018
tubthere | negative: 0.000045
upthis | negative: 0.000030
725night | truthful: 0.000035
jacuzzi | negative: 0.000060
matching | positive: 0.000043
livid | negative: 0.000030
diappointed | positive: 0.000022
unfinished | negative: 0.000030
25th | truthful: 0.000052
tomato | deceptive: 0.000036
nw | truthful: 0.000035
awayers | positive: 0.000022
stairs | positive: 0.000043
victors | deceptive: 0.000018
mojitos | negative: 0.000015
